"Name","Description","Lat","Lon"
694,"ATM OPTIC 27 Febrero (Reserva Zona Metro)",18.455883,-69.953196
699,"ATM S/M Bravo Bani (Abastece Oficina)",18.279272,-70.324641
706,"ATM S/M  Pristine (Reserva Zona Metro)",18.533854,-69.811546
707,"ATM IAD (Reserva Zona Metro)",18.450565,-69.972625
710,"ATM S/M Soberano (Reserva Zona Metro)",18.54335022,-69.86019135
714,"ATM Hospital Marcelino Velez Herrera (Reserva Zona Metro)",18.473078,-69.971099
715,"ATM Oficina 27 de Febrero Lobby (Abastece Oficina)",18.470119,-69.922484
719,"ATM Ayuntamiento Municipal San Luís (Reserva Zona Metro)",18.540658,-69.796829
724,"ATM El Huacal I (Reserva Zona Metro)",18.474362,-69.906482
725,"ATM El Huacal II (Reserva Zona Metro)",18.474419,-69.906534
727,"ATM UNP Zona Franca Pisano (Brig. Santiago)",19.507212,-70.759363
733,"ATM Zona Franca Pedernales (Reserva Zona Sur)",18.031974,-71.736002
736,"ATM Oficina Puerto Plata I (Abastece Oficina)",19.796897,-70.69236
741,"ATM CURNE",19.286649,-70.243348
751,"ATM Estación ECO Petroleo Camilo Las Matas",18.874712,-71.527725
753,"ATM S/M Nacional Tiradentes (Reserva Zona Metro)",18.47231,-69.925193
754,"ATM Autobanco Oficina Licey al Medio",19.428915,-70.598133
758,"ATM CCN Nacional El Embrujo Santiago (Brig. Santiago)",19.451672,-70.664909
764,"ATM Oficina Elías Piña (Abastece Oficina)",18.876411,-71.702387
765,"ATM Oficina Azua I (Abastece Oficina)",18.453695,-70.737921
775,"ATM S/M Lilo Montecristi",19.84773,-71.647052
776,"ATM Oficina Monte Plata (Abastece Oficina)",18.810433,-69.784896
779,"ATM Zona Franca Esperanza I Mao",19.593765,-70.97901
780,"ATM Oficina Barahona I (Abastece Oficina)",18.207003,-71.095277
781,"ATM Estación Isla Barahona",18.195059,-71.087298
784,"ATM Tribunal Superior Electoral (Reserva Zona Metro)",18.447458,-69.925804
785,"ATM S/M Nacional Maximo Gomez (Reserva Zona Metro)",18.465041,-69.910403
786,"ATM Oficina Agora Mall II (Reserva Zona Metro)",18.483567,-69.939748
787,"ATM Cafetería CTB II (Reserva Zona Metro)",18.454308,-69.930292
790,"ATM Oficina Bella Vista Mall (Reserva Zona Metro)",18.453992,-69.941739
791,"ATM Oficina Sans Soucí (Abastece Oficina)",18.475252,-69.875497
792,"ATM Hospital Salvador de Gautier (Reserva Zona Metro)",18.492006,-69.9249
793,"ATM Autoservicio Centro Caja Agora Mall (Reserva Zona Metro) (ATM DEPOSITOS 2 MODULOS)",18.483655,-69.939812
795,"ATM UNP Guaymate La Romana (Reserva Zona Este)",18.584843,-68.981012
798,"ATM Hotel Grand Paradise Samaná",19.291882,-69.190062
803,"ATM Hotel Be Live Canoa Bayahibe I (Reserva Zona Este)",18.341435,-68.81686
805,"ATM Be Live Grand Marién (Brig. Puerto Plata) (ATM retirado por incendio en la localidad)",19.779465,-70.658741
807,"ATM S/M Morel Mao",19.55682,-71.071774
808,"ATM Oficina Castillo Brig. San Francisco (Abastece Oficina)",19.209669,-70.028836
809,"ATM Autoservicio UNP Yoma Cotuí  (ATM DEPOSITOS 2 MODULOS)",19.057936,-70.153693
811,"ATM Almacenes Unidos (Reserva Zona Metro)",18.455762,-69.937932
817,"ATM Ayuntamiento Sabana Larga San José de Ocoa (Abastece Ofiicina)",18.585306,-70.498712
823,"ATM UNP El Carril Haina (Reserva Zona Metro)",18.447986,-70.028228
824,"ATM Oficina Multiplaza Higuey (Reserva Zona Este)",18.601754,-68.716544
826,"ATM Oficina Diamond Plaza II (Reserva Zona Metro)",18.48742,-69.942032
832,"ATM Hospital Traumatológico Y Quirurgico Pof. Juan Bosh La Vega",19.141565,-70.467143
833,"ATM Cafetería CTB I (Reserva Zona Metro)",18.454326,-69.930277
834,"ATM Centro Médico Moderno (Reserva Zona Metro)",18.475987,-69.957622
839,"ATM INAPA (Reserva Zona Metro)",18.46003,-69.955738
840,"ATM PUCMM Santiago (Brig. Santiago)",19.443732,-70.683013
845,"ATM CERTV Canal 4 (Reserva Zona Metro)",18.4809,-69.90246
865,"ATM Club Naco (Reserva Zona Metro)",18.480393,-69.925575
866,"ATM CARDNET (Reserva Zona Metro)",18.474115,-69.927845
869,"ATM Estación Isla La Cueva Cotuí",19.03509,-70.027621
870,"ATM Willbes Dominicana Barahona (Reserva Zona Sur)",18.224256,-71.099545
872,"ATM Zona Franca Pisano II Santiago",19.50426,-70.760174
873,"ATM Centro de Caja San Cristóbal II (Reserva Zona Metro)",18.416932,-70.111422
876,"ATM Estación Next Abraham Lincoln (Reserva Zona Metro)",18.471579,-69.933838
877,"ATM Estación Los Samanes Ranchito (Brig. San Francisco)",19.181076,-70.381189
880,"ATM Autoservicio Oficina Barahona II (Abastece Oficina) (ATM DEPOSITOS 2 MODULOS)",18.206999,-71.095229
881,"ATM UNP Yaguate San Cristóbal (Abastece Oficina)",18.336143,-70.18189
889,"ATM UNP Plaza Lama Máximo Gomez II (Reserva Zona Metro)",19.479539,-71.625366
890,"ATM Escuela Penitenciaria San Cristóbal (Reserva Zona Metro)",18.404294,-70.120129
894,"ATM Eco Petróleo Estero Hondo",19.823796,-71.165222
895,"ATM S/M Bravo Santiago (Brig. Santiago)",19.453231,-70.685978
902,"ATM Oficina Plaza Florida (Reserva Zona Metro)",18.464039,-69.925008
904,"ATM Multicentro La Sirena Churchill (Reserva Zona Metro)",18.473731,-69.942753
906,"ATM MESCYT (Reserva Zona Metro)",18.472564,-69.912216
914,"ATM Clínica Abreu (Reserva Zona Metro)",18.468135,-69.890767
915,"ATM Multicentro La Sirena Aut. Duarte (Reserva Zona Metro)",18.506456,-70.002228
917,"ATM Oficina Los Mina (Abastece Oficina)",18.505918,-69.865898
918,"ATM S/M Liverpool Jacobo Majluta (Reserva Zona Metro)",18.54669,-69.916312
925,"ATM UNP Plaza Lama Av. 27 de Febrero (Reserva Zona Metro)",18.46189,-69.936143
926,"ATM S/M Juan Cepin Moca (Brig. La Vega)",19.38778496,-70.53101349
927,"ATM S/M Bravo La Esperilla (Reserva Zona Metro)",18.467519,-69.924601
930,"ATM Oficina Plaza Spring Center (Abastece Oficina)",18.49738,-69.940303
931,"ATM Autobanco Luperón I (Reserva Zona Metro)",18.4346027,-69.98423779
932,"ATM Banco Agrícola Santo Domingo (Reserva Zona Metro)",18.46294785,-69.90872192
935,"ATM Oficina John F. Kennedy (Reserva Zona Metro)",18.480068,-69.964097
939,"ATM Estación Texaco Máximo Gómez (Reserva Zona Metro)",18.470097,-69.912102
943,"ATM Oficina Tránsito Terrestre (Reserva Zona Metro)",18.489828,-69.929053
948,"ATM Autobanco El Jaya II",19.287037,-70.269683
949,"ATM S/M Bravo San Isidro Coral Mall (Reserva Zona Metro)",18.486681,-69.831951
951,"ATM Oficina Plaza Haché JFK (Reserva Zona Metro)",18.482284,-69.924626
953,"ATM Estafeta Dirección General de Pasaportes/Migración (Reserva Zona Metro)",18.444652,-69.926623
966,"ATM Centro Medico Real (Reserva Zona Metro)",18.447799,-69.964473
970,"ATM S/M Olé Haina (Reserva Zona Metro)",18.43109,-70.025128
971,"ATM Club Banreservas I (Reservas Zona Metro)",18.436252,-69.985567
974,"ATM S/M Nacional Ave. Lope de Vega (Reserva Zona Metro)",18.475995,-69.93151
976,"ATM Oficina Diamond Plaza I (Reserva Zona Metro)",18.4874,-69.94203
980,"ATM Autoservicio Bella Vista Mall (Reserva Zona Metro) (ATM DEPOSITOS 2 MODULOS) (SUSTITUCION)",18.45395,-69.94173
981,"ATM Edificio 911 (Reserva Zona Metro)",18.459639,-69.926683
984,"ATM Oficina Neiba II (Abastece Oficina)",18.479214,-71.418009
989,"ATM Ministerio de Deportes (Reserva Zona Metro)",18.475459,-69.917248
992,"ATM Hotel Margaritaville I","18.478656631675168","-68.40349809922576"
995,"ATM Oficina San Cristóbal III Lobby (Reserva Zona Metro)",18.416882,-70.111422
996,"ATM Hotel Margaritaville II","18.478656631675168","-68.40349809922576"
