__Server,DNS Name,Función,IP Address,Soporte OS,Soporte Aplicaciones
S460-vCenterSA,S460-vCenterSA.reservas.brrd.com,VMware vCenter Server Appliance,172.22.40.212,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vCenterSP,s460-vcentersp.reservas.brrd.com,vCenter Sitio Primario,172.22.40.210,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vDB012012,S460-vDB012012.reservas.brrd.com,Bases de Datos SQL,172.22.43.190,GSSD - Aplicaciones,DBA SQL
S460-vDB032012,s460-vDB032012.reservas.brrd.com,Bases de Datos SQL,172.22.43.188,GSSD - Aplicaciones,DBA SQL
s460-vDB042012,S460-vDB042012.reservas.brrd.com,Bases de Datos SQL,172.22.43.223,GSSD - Aplicaciones,DBA SQL
S460-VeoCRM,S460-VeoCRM.reservas.brrd.com,Cobritos version anterior,172.22.43.60,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vHMC01,0,Hardware Console Management - Sistemas Centrales,,GSSD - Aplicaciones,GSSC
S460-vHMC02,0,HCM,,GSSD - Aplicaciones,GSSC
S460-VMLogInsight,S460-VMLogInsight.reservas.brrd.com,VMware vRealize Log Insight,172.22.40.46,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-VMSkyline,photon-machine,Skyline VA,172.22.40.40,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-VOCOM03,S460-VOCOM03.reservas.brrd.com,Vocom Emisiones Tarjetas de Crediro (Redes),172.22.43.204,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-VOCOMDB1,S460-VOCOMDB1.reservas.brrd.com,Telecomunicaciones - Vocal Password DB comandos de Voz Nodo1,172.22.47.161,GSSD - Aplicaciones,DBA SQL
S460-VOCOMDB2,S460-VOCOMDB2.reservas.brrd.com,Telecomunicaciones - Vocal Password DB comandos de Voz Nodo2,172.22.47.199,GSSD - Aplicaciones,DBA SQL
S460-VOCOMETC,S460-VOCOMETC.reservas.brrd.com,Vocom Emisiones Tarjetas de Credito (Redes),172.22.43.57,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-voiceiddb1,s460-VoiceIdDB1.reservas.brrd.com,VoiceID DB Server,172.22.7.98,GSSD - Aplicaciones,Telecomunicaciones
s460-voiceiddb2,s460-VoiceIdDB2.reservas.brrd.com,VoiceID DB Server,172.22.7.99,GSSD - Aplicaciones,Telecomunicaciones
s460-VoPass01,S460-VoPass01.reservas.brrd.com,Vocal Password - Telecomunicaciones,172.22.7.132,GSSD - Aplicaciones,Telecomunicaciones
s460-VoPass02,S460-VoPass02.reservas.brrd.com,Vocal Password - Telecomunicaciones,172.22.7.132,GSSD - Aplicaciones,Telecomunicaciones
s460-vpass01,S460-vpass01.reservas.brrd.com,Servidor de Ryan (Redes Centrales) para Sistema de VocalPassword (proyecto Voice ID),172.22.7.81,GSSD - Aplicaciones,Telecomunicaciones
s460-vpass02,S460-vpass02.reservas.brrd.com,Vocal Password App comandos de Voz (Redes) Nodo 2,172.22.7.82,GSSD - Aplicaciones,Telecomunicaciones
S460-VPASSDB01,S460-VPassDB01.reservas.brrd.com,SQL Vocal Password Nodo 1,172.22.7.133,GSSD - Aplicaciones,Telecomunicaciones
S460-VPASSDB02,S460-VpassDB02.reservas.brrd.com,SQL Vocal Password Nodo 2,172.22.7.134,GSSD - Aplicaciones,Telecomunicaciones
S460-vROPS01,s460-vrops01.reservas.brrd.com,Management - vRealize Operations Manager Sitio Primario,172.22.40.31,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vROPS02,s460-vrops02.reservas.brrd.com,Management - vRealize Operations Manager Sitio Alterno,172.22.40.32,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vROPSad01,s460-vropsad01.reservas.brrd.com,vRealize Operations Manager Appliance  Version 8.2.0 running on Photon OS 3.0,172.22.40.43,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vROPSad02,s460-vropsad02.reservas.brrd.com,vRealize Operations Manager Appliance  Version 8.2.0 running on Photon OS 3.0,172.22.40.44,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vROPSadRC,s460-vropsadrc.reservas.brrd.com,vRealize Operations Manager Appliance  Version 8.2.0 running on Photon OS 3.0,172.22.40.45,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vROPSRC,s460-vropsrc.reservas.brrd.com,vRealize Operations Manager Appliance  Version 7.0.0 running on SLES 11 SP4,172.22.40.33,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-vSRBW,S460-vSRBW,Filial Seguros Reservas - Integrador servicios Externos,10.0.97.12,GSSD - Web,GSSD - Web
S460-vSRBW02,S460-vSRBW02,Filial Seguros Reservas - Integrador servicios Externos,10.0.97.228,GSSD - Web,GSSD - Web
S460-WebAppJob1,S460-WebAppJob1.reservas.brrd.com,0,172.22.47.80,GSSD - Web,GSSD - Web
S460-WebIntra02,S460-WEBINTRA02.reservas.brrd.com,Intranet Web Nodo 1,172.22.44.36,GSSD - Web,GSSD - Web
S460-WebIntra03,S460-WEBINTRA03.reservas.brrd.com,Intranet Web Nodo 2,172.22.44.35,GSSD - Web,GSSD - Web
S460-WellsFar01,S460-WellsFar01,Wells Fargo - Camara compensacion en Dolares,10.0.97.138,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKAPP01,S460-WKAPP01.reservas.brrd.com,Inversiones Reservas - Citrix App 1,172.22.49.133,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKAPP02,S460-WKAPP02.reservas.brrd.com,Inversiones Reservas - Citrix App 2,172.22.49.132,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKAPP03,S460-WKAPP03.reservas.brrd.com,PoC proyecto Siebel en tabletas,172.22.49.102,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WkApp04,S460-WkApp04.reservas.brrd.com,Ultrasec Tesoreria Citrix Workers.,172.22.49.224,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-WKApp05,S460-WkApp05.reservas.brrd.com,Ultrasec Tesoreria Citrix Workers.,172.22.49.225,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKAPP06,S460-WKAPP06.reservas.brrd.com,Dynamics Citrix Workers.,172.22.49.237,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKAPP07,S460-WKAPP07.reservas.brrd.com,Dynamics Citrix Workers.,172.22.49.238,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKMega01,S460-WKMega01.reservas.brrd.com,Produccion - MEGA Hopex App1 - Gerencia Arquitectura Empresarial,172.22.49.38,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKMega02,S460-WKMega02.reservas.brrd.com,Produccion - MEGA Hopex App2 - Gerencia Arquitectura Empresarial,172.22.49.39,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKSEG01,S460-WKSeg01.reservas.brrd.com,PoC Seguridad Citrix,172.22.49.155,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKSEG02,S460-WKSeg02.reservas.brrd.com,PoC Seguridad Citrix,172.22.49.156,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WKTeller00,S460-WKTeller00.reservas.brrd.com,DRP Teller PoC,172.22.49.154,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkACC01,S460-WorkACC01.reservas.brrd.com,Servidores WorkSpaceOne (Seguridad Infraestructura),172.22.61.240,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkACC02,S460-WorkACC02.reservas.brrd.com,Servidores WorkSpaceOne (Seguridad Infraestructura),172.22.61.234,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-WorkBE01,s460-WorkBE01,EUC Unified Access Gateway,172.22.61.161,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkBE02,S460-WorkBE02,EUC Unified Access Gateway,172.22.61.162,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkCitrix,S460-WorkCitrix.reservas.brrd.com,Integracion de AirWatch con Citrix (Seguridad),172.22.61.226,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkFE01,S460-WorkFE01,EUC Unified Access Gateway,10.0.97.151,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-WorkFE02,S460-WorkFE02,EUC Unified Access Gateway,10.0.97.152,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenDDC01,S460-XenDDC01.reservas.brrd.com,Citrix XenApp Delivery Controller,172.22.49.21,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenDDC02,S460-XenDDC02.reservas.brrd.com,Citrix XenApp Delivery Controller,172.22.49.22,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-XenDDC1,S460-XenDDC1.reservas.brrd.com,Teller Client Citrix Farm Desktop Delivery Controller,172.22.49.55,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-XenDDC2,S460-XenDDC2.reservas.brrd.com,Teller Client Citrix Farm Desktop Delivery Controller,172.22.49.56,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenLIC,S460-XenLIC.reservas.brrd.com,Proyecto Core - XenApp Servidor de Licencias,172.22.49.24,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-XenPVS01,s460-XenPVS01.reservas.brrd.com,Proyecto Core - XenApp Provisioning 01,172.22.49.25,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenPVS02,S460-XenPVS02.reservas.brrd.com,Proyecto Core - XenApp Provisioning 02,172.22.49.26,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenPVS1,S460-XenPVS1.reservas.brrd.com,Teller Client Citrix Farm Provisioning Server,172.22.49.53,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenPVS2,S460-XenPVS2.reservas.brrd.com,Teller Client Citrix Farm Provisioning Server,172.22.49.54,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenPVS3,S460-XenPVS3.reservas.brrd.com,Teller Client Citrix Farm Provisioning Server,172.22.49.28,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenSF02,S460-XenSF02.reservas.brrd.com,Citrix XenApp Academia Front End,172.22.49.23,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenSF03,S460-XenSF03.reservas.brrd.com,Citrix XenApp Academia Front End,172.22.49.22,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-XenSF1,S460-XenSF1.reservas.brrd.com,Teller Client Citrix Farm Store Front,172.22.49.51,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-XenSF2,s460-XenSF2.reservas.brrd.com,Teller Client Citrix Farm Store Front,172.22.49.52,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Xtraction2,S460-Xtraction2.reservas.brrd.com,Herramienta Xtraction para Reportes,172.22.44.214,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ZertoApp01,S460-ZertoApp01.reservas.brrd.com,Zerto,172.22.62.41,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ZertoApp02,S460-ZertoApp02.reservas.brrd.com,Zerto,172.22.62.42,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ZVMAPP02,s460-zvmapp02.reservas.brrd.com,Zerto Sitio Alterno,172.22.62.202˜,GSSD - Aplicaciones,GSSD - Aplicaciones
SEG,SEG.reservas.brrd.com,Alarm Center (Francisco Alexis Bobadilla),172.22.43.92,GSSD - Aplicaciones,Seguridad Fisica
SSERVER03,SSERVER03.reservas.brrd.com,SIG - Herramienta de Reportes,172.22.43.249,GSSD - Aplicaciones,SIG
TOKENvIB01,TokenvIB01.extranet.brrd.com,TuBanco Toker Server Banca Empresa,10.0.98.20,GSSD - Aplicaciones,Ciberseguridad
W460-Canje01,W460-CANJE01.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.101,GSSD - Aplicaciones,GSU
W460-Canje02,W460-CANJE02.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.102,GSSD - Aplicaciones,GSU
W460-Canje03,W460-CANJE03.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.103,GSSD - Aplicaciones,GSU
W460-Canje04,W460-CANJE04.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.104,GSSD - Aplicaciones,GSU
W460-Canje05,W460-CANJE05.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.105,GSSD - Aplicaciones,GSU
W460-Canje06,W460-CANJE06.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.106,GSSD - Aplicaciones,GSU
W460-Canje07,W460-CANJE07.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.107,GSSD - Aplicaciones,GSU
W460-Canje08,W460-CANJE08.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.108,GSSD - Aplicaciones,GSU
W460-Canje09,W460-CANJE09.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.109,GSSD - Aplicaciones,GSU
W460-Canje10,W460-CANJE10.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.110,GSSD - Aplicaciones,GSU
W460-Canje11,W460-CANJE11.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.111,GSSD - Aplicaciones,GSU
W460-Canje12,W460-CANJE12.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.112,GSSD - Aplicaciones,GSU
W460-Canje13,W460-CANJE13.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.113,GSSD - Aplicaciones,GSU
W460-Canje14,W460-CANJE14.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.114,GSSD - Aplicaciones,GSU
W460-Canje15,W460-CANJE15.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.115,GSSD - Aplicaciones,GSU
W460-Canje16,W460-CANJE16.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.116,GSSD - Aplicaciones,GSU
W460-Canje17,W460-CANJE17.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.117,GSSD - Aplicaciones,GSU
W460-Canje18,W460-Canje18.canje.com,PC Virtual para la Digitaci›n en APERTA,172.22.4.118,GSSD - Aplicaciones,GSU
W460-Canje19,0,PC Virtual para la Digitaci›n en APERTA,unknown,GSSD - Aplicaciones,GSU
W460-Canje20,0,PC Virtual para la Digitaci›n en APERTA,unknown,GSSD - Aplicaciones,GSU
WEBvAPP01,WEBvAPP01.reservas.brrd.com,"Aplicaciones de los Sitios Web (AFP, ARS, Inversiones, etc), TradeNet (Inversiones en Linea) y Guia de Beneficios",10.0.99.67,GSSD - Web,GSSD - Web
WEBvAPP02,WEBvAPP02.reservas.brrd.com,"Aplicaciones de los Sitios Web (AFP, ARS, Inversiones, etc), TradeNet (Inversiones en Linea) y Guia de Beneficios",10.0.99.68,GSSD - Web,GSSD - Web
WEBVSP04,WEBVSP04.reservas.brrd.com,"Extranet SP2013 - Paginas Web ARS, AFP e Inversiones - Nodo 1",10.0.99.69,GSSD - Web,GSSD - Web
WEBVSP05,WEBVSP05.reservas.brrd.com,"Extranet SP2013 - Paginas Web ARS, AFP e Inversiones - Nodo 2",10.0.99.70,GSSD - Web,GSSD - Web
